Abacavir (sulfato) 	Glaxosmithkline 	ZIAGENAVIR 	101070234 	20 mg/mL 	sol or 	30/11/2012
Octreotida 	Novartis Biociências 	SANDOSTATIN 	100680009 	0,5mg/mL 	sol inj 	12/11/2012
Octreotida (acetato) 	Novartis Biociências 	SANDOSTATIN LAR 	100680009 	10mg 	po sus inj 	12/11/2012
Octreotida (acetato) 	Novartis Biociências 	SANDOSTATIN LAR 	100680009 	20mg 	po sus inj 	12/11/2012
Octreotida (acetato) 	Novartis Biociências 	SANDOSTATIN LAR 	100680009 	30mg 	po sus inj 	12/11/2012
Ofloxacino 	Allergan 	OFLOX 	101470027 	3mg/mL 	sol oft 	12/11/2012
Olanzapina 	Eli Lilly 	ZYPREXA 	112600021 	10mg 	po liof sol inj 	12/11/2012
Olanzapina 	Eli Lilly 	ZYPREXA 	112600021 	2,5mg 	com rev 	12/11/2012
Olanzapina 	Eli Lilly 	ZYPREXA 	112600021 	5mg 	com rev 	12/11/2012
Olanzapina 	Eli Lilly 	ZYPREXA 	112600021 	10mg 	com rev 	12/11/2012
Olanzapina 	Eli Lilly 	ZYPREXA 	112600021 	5mg 	com orodisp 	12/11/2012
Olanzapina 	Eli Lilly 	ZYPREXA 	112600021 	10mg 	com orodisp 	12/11/2012
Olmesartana medoxomila 	Daiichi Sankyo 	BENICAR 	104540172 	20mg 	com rev 	12/11/2012
Olmesartana medoxomila 	Daiichi Sankyo 	BENICAR 	104540172 	40mg 	com rev 	12/11/2012
Olodaterol (cloridratro) 	Boehringer Ingelheim 	STRIVERDI RESPIMAT 	103670171 	2,5mcg 	sol inal 	10/12/2014
Olopatadina (cloridrato) 	Novartis Biociências 	PATANOL 	100681110 	1mg/mL 	sol oft 	12/11/2012
Olopatadina (cloridrato) 	Novartis Biociências 	PATANOL S 	100681110 	2mg/mL 	sol oft 	12/11/2012
Omeprazol magnésico 	Astrazeneca 	LOSEC MUPS 	116180075 	10mg 	com rev 	12/11/2012
Omeprazol magnésico 	Astrazeneca 	LOSEC MUPS 	116180075 	20mg 	com rev 	12/11/2012
Omeprazol magnésico 	Astrazeneca 	LOSEC MUPS 	116180075 	40mg 	com rev 	12/11/2012
Omeprazol (sódico) 	Eurofarma 	OMEPRAZOL SÓDICO 	100430730 	40mg/ml 	po liof sol inj 	13/3/2013
Ondansetrona (cloridrato) 	Glaxosmi hkline 	ZOFRAN 	101070268 	2mg/mL 	sol inj 	12/11/2012
Ondansetrona (cloridrato) 	Glaxosmithkline 	ZOFRAN 	101070268 	4mg 	com rev 	12/11/2012
Ondansetrona (cloridrato) 	Glaxosmithkline 	ZOFRAN 	101070268 	8mg 	com rev 	12/11/2012
Ondansetrona (cloridrato) 	Biolab Sanus 	VONAU FLASH 	109740194 	4mg 	com desint or 	12/11/2012
Ondansetrona (cloridrato) 	Biolab Sanus 	VONAU FLASH 	109740194 	8mg 	com desint or 	12/11/2012
Oseltamivir (fosfato) 	Roche 	TAMIFLU 	101000555 	12mg/mL 	po sus or 	12/11/2012
Oseltamivir (fosfato) 	Roche 	TAMIFLU 	101000555 	30mg 	cap dura 	12/11/2012
Oseltamivir (fosfato) 	Roche 	TAMIFLU 	101000555 	45mg 	cap dura 	12/11/2012
Oseltamivir (fosfato) 	Roche 	TAMIFLU 	101000555 	75mg 	cap dura 	12/11/2012
Oxacilina sódica 	Teuto 	OXACILINA SÓDICA 	103700282 	500mg 	po liof sol inj 	12/11/2012
Oxaliplatina 	Sanofi-Aventis 	ELOXATIN 	113001031 	5,0 mg/mL 	sol inj 	12/11/2012
Oxaliplatina 	Biosintética 	BIOEZULEN 	112130215 	50mg 	po liof sol inj 	12/11/2012
Oxaliplatina 	Biosintética 	BIOEZULEN 	112130215 	100mg 	po liof sol inj 	12/11/2012
Oxamniquina 	Pfizer 	MANSIL 	102160014 	250mg 	cap dura 	12/11/2012
Oxamniquina 	Pfizer 	MANSIL 	102160014 	50mg/mL 	sus or 	12/11/2012
Oxcarbazepina 	Novartis Biociências 	TRILEPTAL 	100680046 	300mg 	com rev 	12/11/2012
Oxcarbazepina 	Novartis Biociências 	TRILEPTAL 	100680046 	600mg 	com rev 	12/11/2012
Oxcarbazepina 	Novartis Biociências 	TRILEPTAL 	100680046 	60mg/mL 	sus or 	12/11/2012
Oxibutinina (cloridrato) 	Apsen Farmacêutica 	RETEMIC 	101180108 	1mg/mL 	xpe 	12/11/2012
Oxibutinina (cloridrato) 	Apsen Farmacêutica 	RETEMIC 	101180108 	5,0mg 	com 	12/11/2012
Oxibutinina (cloridrato) 	Apsen Farmacêutica 	RETEMIC UD 	101180108 	5mg 	com rev lib control 	31/1/2013; 12/11/2012
Oxibutinina (cloridrato) 	Apsen Farmacêutica 	RETEMIC UD 	101180108 	10mg 	com rev lib control 	31/1/2013; 12/11/2012
Oxicodona (cloridrato) 	Zodiac 	OXYCONTIN 	122140027 	10 | 20 | 40mg 	com rev lib control 	12/11/2012
Oxiconazol (nitrato) 	Bayer 	OCERAL 	170560025 	10mg/g 	crem derm 	12/11/2012
Oxiconazol (nitrato) 	Bayer 	OCERAL 	170560025 	10mg/g 	sol top 	12/11/2012
Oximetazolina (cloridrato) 	Merck Sharp & Dohme 	AFRIN PEDIÁTRICO 	155840440 	0,25 g/ml 	sol got nas 	12/11/2012
Oximetazolina (cloridrato) 	Merck Sharp & Dohme 	AFRIN12 HORAS ADULTO 	155840440 	0,50 mg/ml 	sol spr nas 	12/11/2012
Oximetolona 	Sanofi-Aventis 	HEMOGENIN 	113000219 	50mg 	com 	12/11/2012
Oxitetraciclina (cloridrato) 	Pfizer 	TERRAMICINA 	102160025 	500mg 	cap dura 	12/11/2012
Paclitaxel 	Bristol Myers Squibb 	TAXOL 	101800151 	6mg/mL 	sol inj 	12/11/2012
Paliperidona 	Janssen Cilag 	INVEGA 	112363388 	3mg 	com rev lib prol 	12/11/2012
Paliperidona 	Janssen Cilag 	INVEGA 	112363388 	6mg 	com rev lib prol 	12/11/2012
Paliperidona 	Janssen Cilag 	INVEGA 	112363388 	9mg 	com rev lib prol 	12/11/2012
Pamidronato dissódico 	Cristália 	PAMIDROM 	102980310 	60mg 	po liof sol inj 	29/12/2015
Pamidronato dissódico 	Eurofarma 	PAMIDRONATO DISSÓDICO 	102980310 	90 mg 	po liof sol inj 	1/7/2014
Pamidronato dissódico 	Libbs 	FAULDPAMI 	102980310 	9 mg/mL 	sol inj 	12/11/2012
Pantoprazol sódico 	Takeda 	PANTOZOL 	106390182 	20 mg 	com rev 	12/11/2012
Pantoprazol sódico 	Takeda 	PANTOZOL 	106390182 	40 mg 	com rev 	12/11/2012
Pantoprazol sódico 	Takeda 	PANTOZOL 	106390182 	4 mg/mL 	po liof sol inj 	12/11/2012
Pantoprazol magnésico 	Takeda 	TECTA 	106390256 	40 mg 	com rev lib retard 	22/1/2013
Paracetamol 	Glaxosmithkline 	SONRIDOR 	101070169 	500 mg 	com efev 	12/11/2012
Paracetamol 	Janssen Cilag 	TYLENOL 	112363326 	500 mg 	com rev 	12/11/2012
Paracetamol 	Janssen Cilag 	TYLENOL 	112363326 	750 mg 	com rev 	12/11/2012
Paracetamol 	Janssen Cilag 	TYLENOL AP 	112363326 	650 mg 	com rev 	12/11/2012
Paracetamol 	Janssen Cilag 	TYLENOL BEBÊ 	112363326 	100 mg/mL 	sus or 	12/11/2012
Paracetamol 	Janssen Cilag 	TYLENOL CRIANÇA 	112363326 	32 mg/mL 	sus or 	12/11/2012
Paracetamol 	Janssen Cilag 	TYLENOL GELcap 	112363326 	500 mg 	com rev gelat 	12/11/2012
Paracetamol 	Janssen Cilag 	TYLENOL GOTAS 	112363326 	200 mg/mL 	sol or 	12/11/2012
Paracetamol 	Hypermarcas 	PRATIUM 	172870483 	140 mg/ml 	sus or 	23/9/2014
Paracetamol 	Procter & Gamble 	VICK PYRENA 	121420001 	500mg 	po prep extemp 	12/11/2012
Parecoxibe sódico 	Pfizer 	BEXTRA IV/IM 	102160137 	40 mg 	po liof sol inj 	19/4/2013
Paricalcitol 	Abbvie 	ZEMPLAR 	198600008 	5 mcg/ml 	sol inj 	11/2/2015
Paroxetina (cloridrato) 	Libbs 	CEBRILIN 	100330127 	10mg 	com rev 	20/11/2012
Paroxetina (cloridrato) 	Libbs 	CEBRILIN 	100330090 	30mg 	com rev 	7/10/2013
Paroxetina (cloridrato) 	Glaxosmithkline 	AROPAX 	101070073 	20mg 	com rev 	12/11/2012
Paroxetina (cloridrato) 	Glaxosmithkline 	PAXIL CR 	101070224 	12,5mg 	com rev lib prol 	12/11/2012
Paroxetina (cloridrato) 	Glaxosmithkline 	PAXIL CR 	101070224 	25mg 	com rev lib prol 	12/11/2012
Pazopanibe (cloridrato) 	Glaxosmithkline 	VOTRIENT 	101070280 	200mg 	com rev 	29/10/2015
Pazopanibe (cloridrato) 	Glaxosmithkline 	VOTRIENT 	101070280 	400mg 	com rev 	29/10/2015
Pemetrexede dissódico heptaidratado 	Eli Lilly 	ALIMTA 	112600166 	100mg 	po liof sol inj 	12/11/2012
Pemetrexede dissódico heptaidratado 	Eli Lilly 	ALIMTA 	112600166 	500mg 	po liof sol inj 	12/11/2012
Periciazina 	Sanofi-Aventis 	NEULEPTIL 	113000303 	10mg/ml 	po liof sol inj 	1/7/2014
Periciazina 	Sanofi-Aventis 	NEULEPTIL 	113000303 	40mg/mL 	sol 	1/7/2014
Periciazina 	Sanofi-Aventis 	NEULEPTIL 	113000303 	10mg 	com rev 	1/7/2014
Perindopril 	Servier 	COVERSYL 	112780051 	4mg 	com 	12/11/2012
Perindopril 	Servier 	COVERSYL 	112780051 	8mg 	com 	12/11/2012
Permetrina 	Stiefel 	NEDAX 	106750006 	10mg/g 	sab 	12/11/2012
Permetrina 	Stiefel 	NEDAX 	106750006 	10mg/mL 	xamp 	12/11/2012
Permetrina 	Stiefel 	NEDAX 	106750006 	50mg/mL 	loç cremosa 	12/11/2012
Permetrina 	Glaxosmithkline 	KWELL 	101070244 	10mg/g 	loç 	21/1/2013
Petidina (cloridrato) 	Sanofi-Aventis 	DOLANTINA 	113000017 	50mg/mL 	sol inj 	12/11/2012
Picossulfato sódico monoidratado 	Boehringer Ingelheim 	GUTTALAX 	103670075 	2,5mg 	pérola gelatinosa 	12/11/2012
Picossulfato sódico monoidratado 	Boehringer Ingelheim 	GUTTALAX 	103670075 	7,5mg 	sol or 	12/11/2012
Pimecrolimo 	Novartis Biociências 	ELIDEL 	100680883 	10mg/g 	crem derm 	12/11/2012
Pinavério (brometo) 	Abbott 	DICETEL 	105530345 	50 | 100 mg 	com rev 	12/11/2012
Pioglitazona (cloridrato) 	Abbott 	ACTOS 	105530238 	15mg 	com 	12/11/2012
Pioglitazona (cloridrato) 	Abbott 	ACTOS 	105530238 	30mg 	com 	12/11/2012
Pioglitazona (cloridrato) 	Abbott 	ACTOS 	105530238 	45mg 	com 	12/11/2012
Piracetam 	Sanofi-Aventis 	NOOTROPIL 	113000307 	200mg/mL 	sol inj 	12/11/2012
Piracetam 	Sanofi-Aventis 	NOOTROPIL 	113000307 	800mg 	com rev 	12/11/2012
Pirenoxina sódica 	Allergan 	CLARVISOL 	101470126 	0,85mg 	com oft 	12/11/2012
Piretanida 	Sanofi-Aventis 	ARELIX 	113000021 	6mg 	cap desintegr gradual 	12/11/2012
Piroxicam 	Pfizer 	FELDENE 	102160013 	20mg 	cap dura 	12/11/2012
Piroxicam 	Pfizer 	FELDENE 	102160013 	20mg 	sup 	12/11/2012
Piroxicam 	Pfizer 	FELDENE 	102160013 	20mg 	com sol 	12/11/2012
Piroxicam 	Pfizer 	FELDENE 	102160013 	20mg/mL 	sol inj 	12/11/2012
Piroxicam 	Pfizer 	FELDENE 	102160013 	5mg/g 	gel 	12/11/2012
Piroxicam 	Pfizer 	FELDENE SL 	102160013 	20mg 	com dissol inst 	12/11/2012
Pitavastatina 	Eli Lilly 	LIVALO 	112600187 	1mg 	com rev 	21/1/2013
Pitavastatina 	Eli Lilly 	LIVALO 	112600187 	2mg 	com rev 	21/1/2013
Pitavastatina 	Eli Lilly 	LIVALO 	112600187 	4mg 	com rev 	21/1/2013
Poliacrílico, ácido 	Novartis Biociências 	VISCOTEARS 	131190002 	2mg/g 	gel oft 	12/11/2012
Policarbofila cálcica 	Libbs 	MUVINOR 	100330113 	500mg 	com rev 	12/11/2012
Policresuleno 	Takeda 	ALBOCRESIL 	106390084 	18mg/g 	gel 	12/11/2012
Policresuleno 	Takeda 	ALBOCRESIL 	106390084 	360mg/mL 	sol ginecológica 	12/11/2012
Poliestirenossulfonato cálcico 	Wyeth 	SORCAL 	121100022 	900mg/g (890mg/g) 	po sol or 	12/11/2012
Polimixina B (sulfato) 	Quimica Haller Ltda 	POLIXIL B 	102010054 	500.000 UI 	po liof 	29/12/2015
Pramipexol (dicloridrato) 	Boehringer Ingelheim 	SIFROL ER 	103670107 	0,375mg 	com rev lib prol 	12/11/2012
Pramipexol (dicloridrato) 	Boehringer Ingelheim 	SIFROL ER 	103670107 	0,75mg 	com rev lib prol 	12/11/2012
Pramipexol (dicloridrato) 	Boehringer Ingelheim 	SIFROL ER 	103670107 	1,5mg 	com rev lib prol 	12/11/2012
""	""	""	""	""	""	""
Pramipexol (dicloridrato)	Boehringer Ingelheim	SIFROL ER	103670107	3mg	com rev lib prol	12/11/2012
""	""	""	""	""	""	""
Pramipexol (dicloridrato)	Boehringer Ingelheim	SIFROL ER	103670107	4,5mg	com rev lib prol	12/11/2012
""	""	""	""	""	""	""
Pramipexol (dicloridrato)	Boehringer Ingelheim	SIFROL	103670107	0,125mg	com	12/11/2012
""	""	""	""	""	""	""
Pramipexol (dicloridrato)	Boehringer Ingelheim	SIFROL	103670107	0,25mg	com	12/11/2012
""	""	""	""	""	""	""
Pramipexol (dicloridrato)	Boehringer Ingelheim	SIFROL	103670107	1mg	com	12/11/2012
""	""	""	""	""	""	""
Prasugrel (cloridrato)	Daiichi Sankyo	EFFIENT	104540178	5mg	com rev	12/11/2012
""	""	""	""	""	""	""
Prasugrel (cloridrato)	Daiichi Sankyo	EFFIENT	104540178	10mg	com rev	12/11/2012
Pravastatina sódica	Medley	PRAVASTATINA SÓDICA	101810580	10mg	com	18/12/2014
""	""	""	""	""	""	""
Pravastatina sódica	Medley	PRAVASTATINA SÓDICA	101810580	20mg	com	18/12/2014
""	""	""	""	""	""	""
Pravastatina sódica	Medley	PRAVASTATINA SÓDICA	101810580	40mg	com	18/12/2014
Praziquantel	Merck S/A	CESTOX	100890012	150 mg	com	12/11/2012
""	""	""	""	""	""	""
Praziquantel	Merck S/A	CISTICID	100890072	500 mg	com	12/11/2012
""	""	""	""	""	""	""
Prazosina (cloridrato)	Pfizer	MINIPRESS SR	102160016	1mg	cap dura lib lenta	12/11/2012
""	""	""	""	""	""	""
Prazosina (cloridrato)	Pfizer	MINIPRESS SR	102160016	2mg	cap dura lib lenta	12/11/2012
""	""	""	""	""	""	""
Prazosina (cloridrato)	Pfizer	MINIPRESS SR	102160016	4mg	cap dura lib lenta	12/11/2012
""	""	""	""	""	""	""
Prednisolona (acetato)	Allergan	PRED MILD	101470006	1,2mg/mL	sus oft	12/11/2012
""	""	""	""	""	""	""
Prednisolona (acetato)	Allergan	PRED FORT	101470006	10mg/mL	sus oft	12/11/2012
""	""	""	""	""	""	""
Prednisona	Brainfarma	METICORTEN	155840444	5mg	com	12/11/2012
""	""	""	""	""	""	""
Prednisona	Brainfarma	METICORTEN	155840444	20mg	com	12/11/2012
""	""	""	""	""	""	""
Prednisona	Brainfarma	METICORTEN	155840444	50mg	com	12/11/2012
""	""	""	""	""	""	""
Pregabalina	Pfizer	LYRICA	102160155	75mg	cap dura	12/11/2012
""	""	""	""	""	""	""
Pregabalina	Pfizer	LYRICA	102160155	150mg	cap dura	12/11/2012
""	""	""	""	""	""	""
Pregabalina	Pfizer	LYRICA	102160155	300mg	cap dura	12/11/2012
""	""	""	""	""	""	""
Pregabalina	Zodiac	PREBICTAL	122140092	50mg	cap dura	30/11/2015
""	""	""	""	""	""	""
Progesterona	Besins Healthcare	UTROGESTAN	187590001	100mg	cap mole	12/11/2012
""	""	""	""	""	""	""
Progesterona	Besins Healthcare	UTROGESTAN	187590001	200mg	cap mole	12/11/2012
""	""	""	""	""	""	""
Progesterona	Merck S/A	CRINONE	100890365	80mg/g	gel vag	12/11/2012
""	""	""	""	""	""	""
Promestrieno	Teva Farmacêutica	COLPOTROFINE	155730019	10mg	cap mole	12/11/2012
""	""	""	""	""	""	""
Promestrieno	Teva Farmacêutica	COLPOTROFINE	155730019	10mg/g	crem vag	12/11/2012
""	""	""	""	""	""	""
Prometazina	Sanofi-Aventis	CREMEFENERGAN	113000319	0,02g/g	crem derm	12/11/2012
""	""	""	""	""	""	""
Prometazina (cloridrato)	Sanofi-Aventis	FENERGAN	113000319	25mg	com rev	12/11/2012
""	""	""	""	""	""	""
Prometazina (cloridrato)	Sanofi-Aventis	FENERGAN	113000319	25mg/mL	sol inj	12/11/2012
""	""	""	""	""	""	""
Propafenona (cloridrato)	Abbott	RITMONORM	105530309	300 mg	com rev	12/11/2012
""	""	""	""	""	""	""
Propanolol (cloridrato)	Sigma Pharma	REBATEN LA	135690018	80mg	caps gel dura + microgran	13/3/2013
""	""	""	""	""	""	""
Propanolol (cloridrato)	Sigma Pharma	REBATEN LA	135690018	160mg	caps gel dura + microgran	13/3/2013
""	""	""	""	""	""	""
Propatilnitrato	Farmoquímica	SUSTRATE	103900182	10mg	com	12/11/2012
""	""	""	""	""	""	""
Propiltiouracila	Pfizer	PROPIL	102160148	100mg	com	12/11/2012
""	""	""	""	""	""	""
Proprionato de halobetasol	Glenmark	HALOBEX	110130267	0,5mg/g	crem derm	22/1/2013
""	""	""	""	""	""	""
Propofol	Astrazeneca	DIPRIVAN	116180011	10mg/mL	emul inj	12/11/2012
""	""	""	""	""	""	""
Propofol	Astrazeneca	DIPRIVAN	116180011	20mg/mL	emul inj	12/11/2012
""	""	""	""	""	""	""
Propranolol (cloridrato)	Astrazeneca	INDERAL	116180019	10mg	com	12/11/2012
""	""	""	""	""	""	""
Propranolol (cloridrato)	Astrazeneca	INDERAL	116180019	40mg	com	12/11/2012
""	""	""	""	""	""	""
Propranolol (cloridrato)	Astrazeneca	INDERAL	116180019	80mg	com	12/11/2012
""	""	""	""	""	""	""
Prucaloprida	Janssen Cilag	RESOLOR	112363404	1mg	com rev	1/7/2014
""	""	""	""	""	""	""
Prucaloprida	Janssen Cilag	RESOLOR	112363404	2 mg	com rev	1/7/2014
""	""	""	""	""	""	""
Quetiapina (hemifumarato)	Astrazeneca	SEROQUEL XRO	116180232	50mg	com rev lib prol	12/11/2012
""	""	""	""	""	""	""
Quetiapina (hemifumarato)	Astrazeneca	SEROQUEL XRO	116180232	200mg	com rev lib prol	12/11/2012
""	""	""	""	""	""	""
Quetiapina (hemifumarato)	Astrazeneca	SEROQUEL XRO	116180232	300mg	com rev lib prol	12/11/2012
""	""	""	""	""	""	""
Quetiapina (hemifumarato)	Astrazeneca	SEROQUEL XRO	116180232	400mg	com rev lib prol	12/11/2012
""	""	""	""	""	""	""
Quetiapina (hemifumarato)	Astrazeneca	SEROQUEL	116180232	25mg	com rev	12/11/2012
""	""	""	""	""	""	""
Quetiapina (hemifumarato)	Astrazeneca	SEROQUEL	116180232	100mg	com rev	12/11/2012
""	""	""	""	""	""	""
Quetiapina (hemifumarato)	Astrazeneca	SEROQUEL	116180232	200mg	com rev	12/11/2012
Quetiapina (hemifumarato) 	Astrazeneca 	SEROQUEL 	116180232 	300mg 	com rev 	12/11/2012
Rabeprazol sódico 	Janssen Cilag 	PARIET 	112363348 	10mg 	com rev 	12/11/2012
Rabeprazol sódico 	Janssen Cilag 	PARIET 	112363348 	20mg 	com rev 	12/11/2012
Racecadotrila 	Bagó 	TIORFAN 	156260002 	100mg 	cap 	12/11/2012
Racecadotrila 	Bagó 	TIORFAN 	156260002 	10mg 	po sol or 	12/11/2012
Racecadotrila 	Bagó 	TIORFAN 	156260002 	30mg 	po sol or 	12/11/2012
Raloxifeno (cloridrato) 	Eli Lilly 	EVISTA 	112600070 	60mg 	com rev 	12/11/2012
Raltegravir potássico 	Merck Sharp & Dohme 	ISENTRESS 	100290173 	400mg 	com rev 	30/4/2013
Raltitrexede 	Astrazeneca 	TOMUDEX 	116180069 	2mg 	po liof sol inj 	12/11/2012
Ramipril 	Sanofi-Aventis 	TRIATEC 	113000150 	2,5mg 	com 	12/11/2012
Ramipril 	Sanofi-Aventis 	TRIATEC 	113000150 	5mg 	com 	12/11/2012
Ramipril 	Sanofi-Aventis 	TRIATEC PREVENT 	113000150 	10mg 	cap dura 	12/11/2012
Ranelato de estrôncio 	Servier 	PROTOS 	112780070 	2g 	pó gran sus or 	23/9/2014
Ranitidina (cloridrato) 	Glaxosmithkline 	ANTAK 	101070229 	15mg/mL 	xpe 	12/11/2012
Ranitidina (cloridrato) 	Glaxosmithkline 	ANTAK 	101070229 	25mg/mL 	sol inj 	12/11/2012
Ranitidina (cloridrato) 	Glaxosmithkline 	ANTAK 	101070229 	150 mg 	com rev 	12/11/2012
Ranitidina (cloridrato) 	Glaxosmithkline 	ANTAK 	101070229 	300mg 	com rev 	12/11/2012
Remifentanila (cloridrato) 	Glaxosmithkline 	ULTIVA 	101070251 	1,0mg 	po liof sol inj 	12/11/2012
Remifentanila (cloridrato) 	Glaxosmithkline 	ULTIVA 	101070251 	2,0mg 	po liof sol inj 	12/11/2012
Remifentanila (cloridrato) 	Glaxosmithkline 	ULTIVA 	101070251 	5,0 mg 	po liof sol inj 	12/11/2012
Rifamicina SV sódica 	Sanofi-Aventis 	RIFOCINA 	113000202 	10mg/mL 	sol top (spr) 	12/11/2012
Rifampicina 	Sanofi-Aventis 	RIFALDIN 	113000175 	300mg 	cap gel dura 	30/4/2013
Rifampicina 	Furp 	FURP-RIFAMPICINA 	110390016 	20mg/ml 	sus or 	30/4/2013
Riluzol 	Sanofi-Aventis 	RILUTEK 	113000278 	50mg 	com rev 	12/11/2012
Risedronato sódico 	Sanofi-Aventis 	ACTONEL 	113000269 	35mg 	com rev 	12/ 1/2012
Risedronato sódico 	Sanofi-Aventis 	ACTONEL 	113000269 	150mg 	com rev 	12/11/2012
Risperidona 	Janssen Cilag 	RISPERDAL 	112360031 	1mg/mL 	sol or 	12/11/2012
Risperidona 	Janssen Cilag 	RISPERDAL 	112360031 	0,25mg 	com rev 	12/11/2012
Risperidona 	Janssen Cilag 	RISPERDAL 	112360031 	0,50mg 	com rev 	12/11/2012
Risperidona 	Janssen Cilag 	RISPERDAL 	112360031 	1,0mg 	com rev 	12/11/2012
Risperidona 	Janssen Cilag 	RISPERDAL 	112360031 	2,0mg 	com rev 	12/11/2012
Risperidona 	Janssen Cilag 	RISPERDAL 	112360031 	3,0mg 	com rev 	12/11/2012
Ritonavir 	Abbvie 	NORVIR 	198600009 	80mg/mL 	sol or 	12/11/2012
Ritonavir 	Abbvie 	NORVIR 	198600009 	100mg 	com rev 	11/2/2015
Rivastigmina (hemitartarato) 	Novartis Biociências 	EXELON 	100680099 	2 mg/mL 	sol or 	12/11/2012
Rivastigmina (hemitartarato) 	Novartis Biociências 	EXELON 	100680099 	1,5mg 	cap dura 	12/11/2012
Rivastigmina (hemitartarato) 	Novartis Biociências 	EXELON 	100680099 	3,0mg 	cap dura 	12/11/2012
Rivastigmina (hemitartarato) 	Novartis Biociências 	EXELON 	100680099 	4,5mg 	cap dura 	12/11/2012
Rivastigmina (hemitartarato) 	Novartis Biociências 	EXELON 	100680099 	6,0mg 	cap dura 	12/11/2012
Rivastigmina 	Novartis Biociências 	EXELON 	100680099 	9,0mg 	ades 	12/11/2012
Rivastigmina 	Novartis Biociências 	EXELON 	100680099 	18mg 	ades 	12/11/2012
Rivastigmina 	Novartis Biociências 	EXELON 	100680099 	27mg 	ades 	12/11/2012
Rivastigmina 	Novartis Biociências 	EXELON 	100680099 	36 mg 	ades 	12/11/2012
Rivaroxabana 	Bayer 	XARELTO 	170560048 	10mg 	com rev 	13/9/2013
Rivaroxabana 	Bayer 	XARELTO 	170560048 	15mg 	com rev 	13/9/2013
Rivaroxabana 	Bayer 	XARELTO 	170560048 	20mg 	com rev 	13/9/2013
Rizatriptano (benzoato) 	Merck Sharp & Dohme 	MAXALT 	100290014 	5,0mg 	com rev 	12/11/2012
Rizatriptano (benzoato) 	Merck Sharp & Dohme 	MAXALT 	100290014 	10mg 	com rev 	12/11/2012
Rizatriptano (benzoato) 	Merck Sharp & Dohme 	MAXALT 	100290014 	5,0mg 	disco liof 	12/11/2012
Rizatriptano (benzoato) 	Merck Sharp & Dohme 	MAXALT 	100290014 	10mg 	disco liof 	12/11/2012
Rocurônio (brometo) 	Schering Plough 	ESMERON 	101710096 	10mg/mL 	sol inj 	12/11/2012
Ropivacaína (cloridrato) 	Astrazeneca 	NAROPIN 	116180094 	2,0mg/mL 	sol inj 	12/11/2012
Ropivacaína (cloridrato) 	Astrazeneca 	NAROPIN 	116180094 	7,5mg/mL 	sol inj 	12/11/2012
Ropivacaína (cloridrato) 	Astrazeneca 	NAROPIN 	116180094 	10mg/mL 	sol inj 	12/11/2012
Rosuvastatina cálcica 	Astrazeneca 	CRESTOR 	CRESTOR 	5,0mg 	com rev 	12/11/2012
Rosuvastatina cálcica 	Astrazeneca 	CRESTOR 	CRESTOR 	10,0mg 	com rev 	5/11/2013
Rosuvastatina cálcica 	Astrazeneca 	CRESTOR 	CRESTOR 	20mg 	com rev 	13/11/2012
Rosuvastatina cálcica 	Astrazeneca 	CRESTOR 	CRESTOR 	40mg 	com rev 	14/11/2012
Rupatadina (Fumarato) 	Biosintética 	RUPAFIN 	112130306 	10 mg 	com 	12/11/2012
Salbutamol (sulfato) 	Glaxosmithkline 	AEROLIN 	101070226 	1mg/ml 	sol p/ neb 	23/9/2014
Salbutamol (sulfato) 	Glaxosmithkline 	AEROLIN 	101070226 	5mg/ml 	sol p/ neb 	23/9/2014
Salbutamol (sulfato) 	Glaxosmithkline 	AEROLIN 	101070226 	120,5 mcg/dose 	sus era inal or + inal 	12/11/2012
Salbutamol (sulfato) 	Glaxosmithkline 	AEROLIN 	101070226 	0,48mg/mL 	xpe 	12/11/2012
Salbutamol (sulfato) 	Glaxosmithkline 	AEROLIN 	101070226 	0,5mg/mL 	sol inj 	12/11/2012
Salbutamol (sulfato) 	Glaxosmithkline 	AEROLIN 	101070226 	2,4mg 	com 	12/11/2012
Salbutamol (sulfato) 	Glaxosmithkline 	AEROLIN 	101070226 	4,8mg 	com 	12/11/2012
Salbutamol (sulfato) 	Glaxosmithkline 	AEROLIN 	101070226 	6,0mg/mL 	sol inal got 	12/11/2012
Salbutamol (sulfato) 	Glaxosmithkline 	AEROLIN 	101070226 	0,4mg/mL 	sol or 	12/11/2012
Saquinavir 	Cristália 	SVIR 	102980309 	200mg 	cap gel mole 	30/4/2013
Saxagliptina (cloridrato) 	Bristol Myers Squibb 	ONGLYZA 	101800396 	5mg 	com rev 	12/11/2012
Saxagliptina (cloridrato) 	Bristol Myers Squibb 	ONGLYZA 	101800396 	2,5mg 	com rev 	13/11/2012
Secnidazol 	Sanofi-Aventis 	SECNIDAL 	113000290 	1000mg 	com rev 	12/11/2012
Secnidazol 	Prati Donaduzzi 	GENÉRICO 	125680172 	500mg 	com rev 	23/7/2013
Sertralina (cloridrato) 	Biosintética 	TOLREST 	112130371 	25 mg 	com rev 	12/11/2012
Sertralina (cloridrato) 	Biosintética 	TOLREST 	112130371 	75mg 	com rev 	12/11/2012
Sertralina (cloridrato) 	Pfizer 	ZOLOFT 	102160004 	50mg 	com rev 	12/11/2012
Sertralina (cloridrato) 	Pfizer 	ZOLOFT 	102160004 	100mg 	com rev 	12/11/2012
